"shortName","ACCESS_CM2","BCC.CSM2.MR","CMCC.CM2.SR5","EC.Earth3_r1i1p1f1","EC.Earth3_r3i1p1f1","EC.Earth3_r4i1p1f1","HadGEM3.GC31.LL","HadGEM3.GC31.MM","MIROC6","MPI.ESM1.2.HR_r1i1p1f1","MPI.ESM1.2.HR_r2i1p1f1","MPI.ESM1.2.LR","MRI.ESM2.0","Average"
"HL",0.450612425804138,0.403232574462891,0.383337885141373,0.504097878932953,0.356489598751068,0.349091589450836,0.319308817386627,0.48375129699707,0.393959581851959,0.451734989881516,0.461372464895248,0.684904336929321,0.492194384336472,0.441083678832421
"NC",-0.208727300167084,-0.252268642187119,-0.145514771342278,-0.174453914165497,-0.188845351338387,-0.161261007189751,-0.174754396080971,-0.186068296432495,-0.24352291226387,-0.165372893214226,-0.177130728960037,-0.155363157391548,-0.207317098975182,-0.18773849766988
"NG",-0.0487028732895851,-0.0661517977714539,-0.0996771305799484,-0.119616694748402,-0.175219252705574,-0.0867955535650253,-0.0852879658341408,-0.153074592351913,-0.115276739001274,-0.146896541118622,-0.127263739705086,-0.0688262209296227,-0.117356441915035,-0.108472734116591
"PG",0.368941694498062,0.535225033760071,0.227738350629807,0.436867833137512,0.299793124198914,0.342638373374939,0.177260249853134,0.294515818357468,0.525812685489655,0.331647515296936,0.427140802145004,0.582351326942444,0.517123103141785,0.389773531601979
"EU",0.171255931258202,0.170591533184052,0.0412634238600731,0.166802048683167,0.109829321503639,0.0830413103103638,0.103154480457306,0.204650953412056,0.202392041683197,0.089709997177124,0.194668099284172,0.176328226923943,0.186213552951813,0.146146224668393
"SS",0.976507902145386,0.977361083030701,0.682890117168427,0.759057939052582,0.750302135944366,0.751825332641602,0.896519839763641,0.972597897052765,1.15588533878326,0.856245160102844,0.848399519920349,0.769064784049988,0.896372497081757,0.868694580518282
"FR",0.133770152926445,0.160761535167694,0.177500650286674,0.0770702511072159,0.16800631582737,0.160733953118324,0.137749746441841,0.0738859847187996,0.212897017598152,0.128003865480423,0.0668047890067101,0.05366400629282,0.0960436910390854,0.126683996847043
"BR",-0.436141192913055,-0.42733758687973,-0.398242175579071,-0.444949984550476,-0.410425215959549,-0.385051727294922,-0.330142199993134,-0.419059246778488,-0.509531795978546,-0.402918696403503,-0.427929103374481,-0.511865079402924,-0.442575305700302,-0.426628408523706
"MP",1.92932999134064,1.81889796257019,1.30436289310455,1.62112200260162,1.55716753005981,1.45651090145111,1.3681333065033,1.81686174869537,2.09341907501221,1.34141790866852,1.5754531621933,1.58314633369446,1.85806751251221,1.64029925603133
